CASE_NO|ECLI|NAME
399/08|ECLI:EU:C:2010:481|Judgment of 2 September 2010, Commission / Deutsche Post (C-399/08 P, ECR 2010 p. I-7831)
400/08|ECLI:EU:C:2011:172|Judgment of 24 March 2011, Commission / Spain (C-400/08, ECR 2011 p. I-1915)
401/08|ECLI:EU:C:2009:233|Judgment of 2 April 2009, Commission / Austria (C-401/08, ECR 2009 p. I-55*, Summ.pub.)
402/08|ECLI:EU:C:2009:157|Judgment of 12 March 2009, Commission / Slovenia (C-402/08, ECR 2009 p. I-34*, Summ.pub.)
403/08|ECLI:EU:C:2011:631|Judgment of 4 October 2011, Football Association Premier League and others (C-403/08 and C-429/08, ECR 2011 p. I-9083)
404/08|ECLI:EU:C:2009:563|Order of 17 September 2009, Investitionsbank Sachsen-Anhalt (C-404/08 and C-409/08, ECR 2009 p. I-144*, Summ.pub.)
405/08|ECLI:EU:C:2010:69|Judgment of 11 February 2010, Ingeniørforeningen i Danmark (C-405/08, ECR 2010 p. I-985)
406/08|ECLI:EU:C:2010:45|Judgment of 28 January 2010, Uniplex (UK) (C-406/08, ECR 2010 p. I-817)
407/08|ECLI:EU:C:2010:389|Judgment of 1 July 2010, Knauf Gips / Commission (C-407/08 P, ECR 2010 p. I-6375)
408/08|ECLI:EU:C:2010:92|Judgment of 25 February 2010, Lancôme / OHIM (C-408/08 P, ECR 2010 p. I-1347)
409/08||Investitionsbank Sachsen-Anhalt (C-409/08) , see Case  C-404/08
410/08|ECLI:EU:C:2009:794|Judgment of 17 December 2009, Swiss Caps (C-410/08 to C-412/08, ECR 2009 p. I-11991)
411/08||Swiss Caps (C-411/08) , see Case  C-410/08
412/08||Swiss Caps (C-412/08) , see Case  C-410/08
413/08|ECLI:EU:C:2010:346|Judgment of 17 June 2010, Lafarge / Commission (C-413/08 P, ECR 2010 p. I-5361)
414/08|ECLI:EU:C:2010:165|Judgment of 25 March 2010, Sviluppo Italia Basilicata / Commission (C-414/08 P, ECR 2010 p. I-2559)
415/08|ECLI:EU:C:2009:574|Order of 23 September 2009, Complejo Agrícola / Commission (C-415/08 P, ECR 2009 p. I-148*, Summ.pub.)
416/08|ECLI:EU:C:2009:450|Order of 10 July 2009, Apple Computer / OHIM (C-416/08 P, ECR 2009 p. I-125*, Summ.pub.)
417/08|ECLI:EU:C:2009:384|Judgment of 18 June 2009, Commission / United Kingdom (C-417/08, ECR 2009 p. I-106*, Summ.pub.)
418/08|ECLI:EU:C:2009:206|Removed from the register on 27 March 2009, Commission / Ireland (C-418/08)
419/08|ECLI:EU:C:2010:147|Judgment of 18 March 2010, Trubowest Handel and Makarov / Council and Commission (C-419/08 P, ECR 2010 p. I-2259)
420/08|ECLI:EU:C:2012:46|Removed from the register on 27 January 2012, Erdil (C-420/08)
421/08|ECLI:EU:C:2009:575|Order of 23 September 2009, Calebus / Commission (C-421/08 P, ECR 2009 p. I-149*, Summ.pub.)
422/08|ECLI:EU:C:2009:385|Judgment of 18 June 2009, Commission / Austria (C-422/08, ECR 2009 p. I-107*, Summ.pub.)
423/08|ECLI:EU:C:2010:347|Judgment of 17 June 2010, Commission / Italy (C-423/08, ECR 2010 p. I-5449)
424/08|ECLI:EU:C:2009:489|Removed from the register on 29 July 2009, Commission / Germany (C-424/08)
425/08|ECLI:EU:C:2009:635|Judgment of 15 October 2009, Enviro Tech (Europe) (C-425/08, ECR 2009 p. I-10035)
426/08|ECLI:EU:C:2009:234|Removed from the register on 2 April 2009, Commission / Cyprus (C-426/08)
427/08|ECLI:EU:C:2009:352|Judgment of 4 June 2009, Commission / Greece (C-427/08, ECR 2009 p. I-98*, Summ.pub.)
428/08|ECLI:EU:C:2010:402|Judgment of 6 July 2010, Monsanto Technology (C-428/08, ECR 2010 p. I-6765)
429/08||Murphy (C-429/08) , see Case  C-403/08
430/08|ECLI:EU:C:2010:15|Judgment of 14 January 2010, Terex Equipment and others (C-430/08 and C-431/08, ECR 2010 p. I-321)
431/08||FG Wilson (Engineering) and Caterpillar (C-431/08) , see Case  C-430/08
432/08|ECLI:EU:C:2009:758|Order of 9 December 2009, Marcuccio / Commission (C-432/08 P, ECR 2009 p. I-209*, ECR-SC p. I-B-2-9, II-B-2-87, Summ.pub.)
432/08|ECLI:EU:C:2013:108|Order of 28 February 2013, Commission / Marcuccio (C-432/08 P-DEP)
433/08|ECLI:EU:C:2009:750|Judgment of 3 December 2009, Yaesu Europe (C-433/08, ECR 2009 p. I-11487)
434/08|ECLI:EU:C:2010:285|Judgment of 20 May 2010, Harms (C-434/08, ECR 2010 p. I-4431)
435/08|ECLI:EU:C:2009:314|Removed from the register on 14 May 2009, Commission / Poland (C-435/08)
436/08|ECLI:EU:C:2011:61|Judgment of 10 February 2011, Haribo Lakritzen Hans Riegel (C-436/08 and C-437/08, ECR 2011 p. I-305)
437/08||Österreichische Salinen (C-437/08) , see Case  C-436/08
438/08|ECLI:EU:C:2009:651|Judgment of 22 October 2009, Commission / Portugal (C-438/08, ECR 2009 p. I-10219)
439/08|ECLI:EU:C:2010:739|Judgment of 7 December 2010, VEBIC (C-439/08, ECR 2010 p. I-12471)
440/08|ECLI:EU:C:2010:148|Judgment of 18 March 2010, Gielen (C-440/08, ECR 2010 p. I-2323)
441/08|ECLI:EU:C:2009:698|Judgment of 12 November 2009, Elektrownia Pątnów II (C-441/08, ECR 2009 p. I-10799)
442/08|ECLI:EU:C:2010:390|Judgment of 1 July 2010, Commission / Germany (C-442/08, ECR 2010 p. I-6457)
443/08|ECLI:EU:C:2009:296|Judgment of 7 May 2009, Commission / France (C-443/08, ECR 2009 p. I-79*, Summ.pub.)
444/08|ECLI:EU:C:2009:733|Order of 26 November 2009, Região autónoma dos Açores / Council (C-444/08 P, ECR 2009 p. I-200*, Summ.pub.)
445/08|ECLI:EU:C:2009:443|Order of 9 July 2009, Wierer (C-445/08, ECR 2009 p. I-119*, Summ.pub.)
446/08|ECLI:EU:C:2010:233|Judgment of 29 April 2010, Solgar Vitamin's France and others (C-446/08, ECR 2010 p. I-3973)
447/08|ECLI:EU:C:2010:415|Judgment of 8 July 2010, Sjöberg and Gerdin (C-447/08 and C-448/08, ECR 2010 p. I-6921)
448/08||Gerdin (C-448/08) , see Case  C-447/08
449/08|ECLI:EU:C:2009:652|Judgment of 22 October 2009, Elbertsen (C-449/08, ECR 2009 p. I-10241)
450/08|ECLI:EU:C:2010:142|Removed from the register on 12 March 2010, FGK (C-450/08)
451/08|ECLI:EU:C:2010:168|Judgment of 25 March 2010, Helmut Müller (C-451/08, ECR 2010 p. I-2673)
452/08|ECLI:EU:C:2009:644|Removed from the register on 21 October 2009, Flores Fanega (C-452/08)
453/08|ECLI:EU:C:2010:482|Judgment of 2 September 2010, Karanikolas and others (C-453/08, ECR 2010 p. I-7895)
454/08|ECLI:EU:C:2009:331|Order of 20 May 2009, Seaport Investments (C-454/08, ECR 2009 p. I-92*, Summ.pub.)
455/08|ECLI:EU:C:2009:809|Judgment of 23 December 2009, Commission / Ireland (C-455/08, ECR 2009 p. I-225*, Summ.pub.)
456/08|ECLI:EU:C:2010:46|Judgment of 28 January 2010, Commission / Ireland (C-456/08, ECR 2010 p. I-859)
457/08|ECLI:EU:C:2009:514|Judgment of 3 September 2009, Commission / United Kingdom (C-457/08, ECR 2009 p. I-137*, Summ.pub.)
458/08|ECLI:EU:C:2010:692|Judgment of 18 November 2010, Commission / Portugal (C-458/08, ECR 2010 p. I-11599)
459/08|ECLI:EU:C:2009:374|Removed from the register on 17 June 2009, Commission / Portugal (C-459/08)
460/08|ECLI:EU:C:2009:774|Judgment of 10 December 2009, Commission / Greece (C-460/08, ECR 2009 p. I-216*, Summ.pub.)
461/08|ECLI:EU:C:2009:722|Judgment of 19 November 2009, Don Bosco Onroerend Goed (C-461/08, ECR 2009 p. I-11079)
462/08|ECLI:EU:C:2010:30|Judgment of 21 January 2010, Bekleyen (C-462/08, ECR 2010 p. I-563)
463/08|ECLI:EU:C:2009:143|Removed from the register on 10 March 2009, Commission / Spain (C-463/08)
464/08|ECLI:EU:C:2009:515|Judgment of 3 September 2009, Commission / Estonia (C-464/08, ECR 2009 p. I-138*, Summ.pub.)
465/08|ECLI:EU:C:2009:424|Judgment of 2 July 2009, Commission / Greece (C-465/08, ECR 2009 p. I-116*, Summ.pub.)
466/08|ECLI:EU:C:2009:711|Removed from the register on 17 November 2009, Commission / Cyprus (C-466/08)
467/08|ECLI:EU:C:2010:620|Judgment of 21 October 2010, Padawan (C-467/08, ECR 2010 p. I-10055)
468/08|ECLI:EU:C:2009:602|Judgment of 1 October 2009, Commission / France (C-468/08, ECR 2009 p. I-160*, Summ.pub.)
469/08|ECLI:EU:C:2009:445|Judgment of 9 July 2009, Commission / Belgium (C-469/08, ECR 2009 p. I-120*, Summ.pub.)
470/08|ECLI:EU:C:2010:31|Judgment of 21 January 2010, van Dijk (C-470/08, ECR 2010 p. I-603)
471/08|ECLI:EU:C:2010:391|Judgment of 1 July 2010, Parviainen (C-471/08, ECR 2010 p. I-6533)
472/08|ECLI:EU:C:2010:32|Judgment of 21 January 2010, Alstom Power Hydro (C-472/08, ECR 2010 p. I-623)
473/08|ECLI:EU:C:2010:47|Judgment of 28 January 2010, Eulitz (C-473/08, ECR 2010 p. I-907)
474/08|ECLI:EU:C:2009:681|Judgment of 29 October 2009, Commission / Belgium (C-474/08, ECR 2009 p. I-175*, Summ.pub.)
475/08|ECLI:EU:C:2009:751|Judgment of 3 December 2009, Commission / Belgium (C-475/08, ECR 2009 p. I-11503)
476/08|ECLI:EU:C:2009:752|Judgment of 3 December 2009, Evropaïki Dynamiki / Commission (C-476/08 P, ECR 2009 p. I-207*, Summ.pub.)
477/08|ECLI:EU:C:2009:578|Judgment of 24 September 2009, Commission / Austria (C-477/08, ECR 2009 p. I-150*, Summ.pub.)
478/08|ECLI:EU:C:2010:129|Order of 9 March 2010, Buzzi Unicem and others (C-478/08 and C-479/08, ECR 2010 p. I-31*, Summ.pub.)
479/08||Dow Italia (C-479/08) , see Case  C-478/08
480/08|ECLI:EU:C:2010:83|Judgment of 23 February 2010, Teixeira (C-480/08, ECR 2010 p. I-1107)
481/08|ECLI:EU:C:2009:579|Order of 24 September 2009, Alcon / OHIM (C-481/08 P, ECR 2009 p. I-151*, Summ.pub.)
482/08|ECLI:EU:C:2010:631|Judgment of 26 October 2010, United Kingdom / Council (C-482/08, ECR 2010 p. I-10413)
483/08|ECLI:EU:C:2009:446|Order of 9 July 2009, Régie communale autonome du stade Luc Varenne (C-483/08, ECR 2009 p. I-121*, Summ.pub.)
484/08|ECLI:EU:C:2010:309|Judgment of 3 June 2010, Caja de Ahorros y Monte de Piedad de Madrid (C-484/08, ECR 2010 p. I-4785)
485/08|ECLI:EU:C:2010:188|Judgment of 15 April 2010, Gualtieri / Commission (C-485/08 P, ECR 2010 p. I-3009)
486/08|ECLI:EU:C:2010:215|Judgment of 22 April 2010, Zentralbetriebsrat der Landeskrankenhäuser Tirols (C-486/08, ECR 2010 p. I-3527)
487/08|ECLI:EU:C:2010:310|Judgment of 3 June 2010, Commission / Spain (C-487/08, ECR 2010 p. I-4843)
488/08|ECLI:EU:C:2009:754|Order of 4 December 2009, Rath / OHIM and Grandel (C-488/08 P and C-489/08 P, ECR 2009 p. I-208*, Summ.pub.)
489/08||Rath / OHIM and Grandel (C-489/08 P) , see Case  C-488/08 P
490/08|ECLI:EU:C:2009:411|Judgment of 30 June 2009, Commission / Belgium (C-490/08, ECR 2009 p. I-113*, Summ.pub.)
491/08|ECLI:EU:C:2010:330|Judgment of 10 June 2010, Commission / Italy (C-491/08, ECR 2010 p. I-74*, Summ.pub.)
492/08|ECLI:EU:C:2010:348|Judgment of 17 June 2010, Commission / France (C-492/08, ECR 2010 p. I-5471)
493/08|ECLI:EU:C:2009:266|Judgment of 23 April 2009, Commission / Greece (C-493/08, ECR 2009 p. I-64*, Summ.pub.)
494/08|ECLI:EU:C:2009:759|Order of 9 December 2009, Prana Haus / OHIM (C-494/08 P, ECR 2009 p. I-210*, Summ.pub.)
495/08|ECLI:EU:C:2009:699|Judgment of 12 November 2009, Commission / United Kingdom (C-495/08, ECR 2009 p. I-188*, Summ.pub.)
496/08|ECLI:EU:C:2010:116|Judgment of 4 March 2010, Angé Serrano and others / Parliament (C-496/08 P, ECR 2010 p. I-1793)          (Publié au Recueil numérique)
497/08|ECLI:EU:C:2010:5|Order of 12 January 2010, Amiraike Berlin (C-497/08, ECR 2010 p. I-101)
498/08|ECLI:EU:C:2009:447|Order of 9 July 2009, Fornaci Laterizi Danesi / Commission (C-498/08 P, ECR 2009 p. I-122*, Summ.pub.)
499/08|ECLI:EU:C:2010:600|Judgment of 12 October 2010, Ingeniørforeningen i Danmark (C-499/08, ECR 2010 p. I-9343)
500/08|ECLI:EU:C:2009:354|Removed from the register on 5 June 2009, Commission / Italy (C-500/08)
501/08|ECLI:EU:C:2009:580|Order of 24 September 2009, Município de Gondomar / Commission (C-501/08 P, ECR 2009 p. I-152*, Summ.pub.)
502/08|ECLI:EU:C:2009:603|Judgment of 1 October 2009, Commission / Spain (C-502/08, ECR 2009 p. I-161*, Summ.pub.)
503/08|ECLI:EU:C:2009:403|Removed from the register on 26 June 2009, Commission / Spain (C-503/08)
504/08|ECLI:EU:C:2009:581|Judgment of 24 September 2009, Commission / Spain (C-504/08, ECR 2009 p. I-153*, Summ.pub.)
505/08|ECLI:EU:C:2009:797|Judgment of 17 December 2009, Commission / Germany (C-505/08, ECR 2009 p. I-222*, Summ.pub.)
506/08|ECLI:EU:C:2011:496|Judgment of 21 July 2011, Sweden / MyTravel and Commission (C-506/08 P, ECR 2011 p. I-6237)
507/08|ECLI:EU:C:2010:802|Judgment of 22 December 2010, Commission / Slovakia (C-507/08, ECR 2010 p. I-13489)
508/08|ECLI:EU:C:2010:643|Judgment of 28 October 2010, Commission / Malta (C-508/08, ECR 2010 p. I-10589)
509/08|ECLI:EU:C:2009:432|Removed from the register on 8 July 2009, Commission / Luxembourg (C-509/08)
510/08|ECLI:EU:C:2010:216|Judgment of 22 April 2010, Mattner (C-510/08, ECR 2010 p. I-3553)
511/08|ECLI:EU:C:2010:189|Judgment of 15 April 2010, Heinrich Heine (C-511/08, ECR 2010 p. I-3047)
512/08|ECLI:EU:C:2010:579|Judgment of 5 October 2010, Commission / France (C-512/08, ECR 2010 p. I-8833)
513/08|ECLI:EU:C:2009:760|Order of 9 December 2009, Marcuccio / Commission (C-513/08 P, ECR 2009 p. I-211*, ECR-SC p. I-B-2-11, II-B-2-107, Summ.pub.)
513/08|ECLI:EU:C:2013:109|Order of 28 February 2013, Commission / Marcuccio (C-513/08 P-DEP)
514/08|ECLI:EU:C:2009:186|Removed from the register on 24 March 2009, Atenor Group (C-514/08)
515/08|ECLI:EU:C:2010:589|Judgment of 7 October 2010, dos Santos Palhota and others (C-515/08, ECR 2010 p. I-9133)
516/08|ECLI:EU:C:2009:798|Removed from the register on 17 December 2009, Commission / Poland (C-516/08)
517/08|ECLI:EU:C:2010:190|Order of 15 April 2010, Makhteshim-Agan Holding and others / Commission (C-517/08 P, ECR 2010 p. I-45*, Summ.pub.)
518/08|ECLI:EU:C:2010:191|Judgment of 15 April 2010, Fundación Gala-Salvador Dalí and VEGAP (C-518/08, ECR 2010 p. I-3091)
519/08|ECLI:EU:C:2009:269|Order of 24 April 2009, Koukou (C-519/08, ECR 2009 p. I-65*, Summ.pub.)
520/08|ECLI:EU:C:2009:582|Order of 24 September 2009, HUP Uslugi Polska / OHIM (C-520/08 P, ECR 2009 p. I-154*, Summ.pub.)
521/08|ECLI:EU:C:2009:413|Removed from the register on 1 July 2009, Commission / Ireland (C-521/08)
522/08|ECLI:EU:C:2010:135|Judgment of 11 March 2010, Telekomunikacja Polska (C-522/08, ECR 2010 p. I-2079)
523/08|ECLI:EU:C:2010:73|Judgment of 11 February 2010, Commission / Spain (C-523/08, ECR 2010 p. I-19*, Summ.pub.)
524/08|ECLI:EU:C:2009:203|Removed from the register on 26 March 2009, Commission / Portugal (C-524/08)
525/08|ECLI:EU:C:2010:17|Removed from the register on 15 January 2010, Bienek (C-525/08)
526/08|ECLI:EU:C:2010:379|Judgment of 29 June 2010, Commission / Luxembourg (C-526/08, ECR 2010 p. I-6151)
527/08|ECLI:EU:C:2009:516|Judgment of 3 September 2009, Commission / United Kingdom (C-527/08, ECR 2009 p. I-139*, Summ.pub.)
528/08|ECLI:EU:C:2009:761|Order of 9 December 2009, Marcuccio / Commission (C-528/08 P, ECR 2009 p. I-212*, ECR-SC p. I-B-2-13, II-B-2-129, Summ.pub.)
528/08|ECLI:EU:C:2013:110|Order of 28 February 2013, Commission / Marcuccio (C-528/08 P-DEP)
529/08|ECLI:EU:C:2009:451|Removed from the register on 10 July 2009, Schulze and others (C-529/08)
530/08|ECLI:EU:C:2009:700|Removed from the register on 12 November 2009, Commission / Hungary (C-530/08)
531/08|ECLI:EU:C:2009:517|Removed from the register on 4 September 2009, Commission / Portugal (C-531/08)
532/08|ECLI:EU:C:2009:327|Judgment of 19 May 2009, Commission / Ireland (C-532/08, ECR 2009 p. I-90*, Summ.pub.)
533/08|ECLI:EU:C:2010:243|Judgment of 4 May 2010, TNT Express Nederland (C-533/08, ECR 2010 p. I-4107)
534/08|ECLI:EU:C:2009:100|Removed from the register on 18 February 2009, KLG Europe Eersel (C-534/08)
535/08|ECLI:EU:C:2009:204|Order of 26 March 2009, Pignataro (C-535/08, ECR 2009 p. I-50*, Summ.pub.)
536/08|ECLI:EU:C:2010:217|Judgment of 22 April 2010, X and fiscale eenheid Facet-Facet Trading (C-536/08 and C-539/08, ECR 2010 p. I-3581)
537/08|ECLI:EU:C:2010:769|Judgment of 16 December 2010, Kahla Thüringen Porzellan / Commission (C-537/08 P, ECR 2010 p. I-12917)
538/08|ECLI:EU:C:2010:192|Judgment of 15 April 2010, X Holding and Oracle Nederland (C-538/08 and C-33/09, ECR 2010 p. I-3129)
539/08||fiscale eenheid Facet-Facet Trading (C-539/08) , see Case  C-536/08
540/08|ECLI:EU:C:2010:660|Judgment of 9 November 2010, Mediaprint Zeitungs- und Zeitschriftenverlag (C-540/08, ECR 2010 p. I-10909)
541/08|ECLI:EU:C:2010:74|Judgment of 11 February 2010, Fokus Invest (C-541/08, ECR 2010 p. I-1025)
542/08|ECLI:EU:C:2010:193|Judgment of 15 April 2010, Barth (C-542/08, ECR 2010 p. I-3189)
543/08|ECLI:EU:C:2010:669|Judgment of 11 November 2010, Commission / Portugal (C-543/08, ECR 2010 p. I-11241)
544/08|ECLI:EU:C:2009:755|Removed from the register on 4 December 2009, Commission / Czech Republic (C-544/08)
545/08|ECLI:EU:C:2010:249|Judgment of 6 May 2010, Commission / Poland (C-545/08, ECR 2010 p. I-53*, Summ.pub.)
546/08|ECLI:EU:C:2009:373|Judgment of 11 June 2009, Commission / Sweden (C-546/08, ECR 2009 p. I-105*, Summ.pub.)
547/08|ECLI:EU:C:2009:486|Removed from the register on 21 July 2009, Commission / Sweden (C-547/08)
548/08|ECLI:EU:C:2009:701|Removed from the register on 12 November 2009, Commission / Sweden (C-548/08)
549/08|ECLI:EU:C:2009:604|Judgment of 1 October 2009, Commission / Ireland (C-549/08, ECR 2009 p. I-162*, Summ.pub.)
550/08|ECLI:EU:C:2010:349|Judgment of 17 June 2010, British American Tobacco (Germany) (C-550/08, ECR 2010 p. I-5515)
551/08|ECLI:EU:C:2009:683|Judgment of 29 October 2009, Commission / Poland (C-551/08, ECR 2009 p. I-176*, Summ.pub.)
552/08|ECLI:EU:C:2009:605|Order of 1 October 2009, Agrar-Invest-Tatschl / Commission (C-552/08 P, ECR 2009 p. I-9265)
553/08|ECLI:EU:C:2009:745|Order of 2 December 2009, Powerserv Personalservice / OHIM (C-553/08 P, ECR 2009 p. I-11361)
554/08|ECLI:EU:C:2009:702|Judgment of 12 November 2009, Carbone-Lorraine / Commission (C-554/08 P, ECR 2009 p. I-189*, Summ.pub.)
555/08|ECLI:EU:C:2009:353|Judgment of 4 June 2009, Commission / Sweden (C-555/08, ECR 2009 p. I-99*, Summ.pub.)
556/08|ECLI:EU:C:2009:448|Judgment of 9 July 2009, Commission / United Kingdom (C-556/08, ECR 2009 p. I-123*, Summ.pub.)
557/08|ECLI:EU:C:2009:449|Judgment of 9 July 2009, Commission / United Kingdom (C-557/08, ECR 2009 p. I-124*, Summ.pub.)
558/08|ECLI:EU:C:2010:416|Judgment of 8 July 2010, Portakabin (C-558/08, ECR 2010 p. I-6963)
559/08|ECLI:EU:C:2009:26|Order of 21 January 2009, Rajani (C-559/08 AJ, unpublished)
559/08|ECLI:EU:C:2010:529|Order of 16 September 2010, Rajani / OHIM (C-559/08 P, ECR 2010 p. I-110*, Summ.pub.)
560/08|ECLI:EU:C:2011:835|Judgment of 15 December 2011, Commission / Spain (C-560/08, ECR 2011 p. I-199*, Summ.pub.)
561/08|ECLI:EU:C:2009:656|Order of 23 October 2009, Commission / Potamianos (C-561/08 P and C-4/09 P, ECR 2009 p. I-171*, ECR-SC p. I-B-2-7, II-B-2-67, Summ.pub.)
562/08|ECLI:EU:C:2010:93|Judgment of 25 February 2010, Müller Fleisch (C-562/08, ECR 2010 p. I-1391)
563/08|ECLI:EU:C:2010:585|Order of 6 October 2010, Sáez Sánchez and Rueda Vargas (C-563/08, ECR 2010 p. I-125*, Summ.pub.)
564/08|ECLI:EU:C:2009:703|Judgment of 12 November 2009, SGL Carbon / Commission (C-564/08 P, ECR 2009 p. I-191*, Summ.pub.)
565/08|ECLI:EU:C:2011:188|Judgment of 29 March 2011, Commission / Italy (C-565/08, ECR 2011 p. I-2101)
566/08|ECLI:EU:C:2010:94|Removed from the register on 25 February 2010, Parliament / Council (C-566/08)
567/08|ECLI:EU:C:2009:425|Judgment of 2 July 2009, Commission / Luxembourg (C-567/08, ECR 2009 p. I-117*, Summ.pub.)
568/08|ECLI:EU:C:2010:751|Judgment of 9 December 2010, Combinatie Spijker Infrabouw-De Jonge Konstruktie and others (C-568/08, ECR 2010 p. I-12655)
569/08|ECLI:EU:C:2010:311|Judgment of 3 June 2010, Internetportal und Marketing (C-569/08, ECR 2010 p. I-4871)
570/08|ECLI:EU:C:2010:621|Judgment of 21 October 2010, Symvoulio Apochetefseon Lefkosias (C-570/08, ECR 2010 p. I-10131)
571/08|ECLI:EU:C:2010:367|Judgment of 24 June 2010, Commission / Italy (C-571/08, ECR 2010 p. I-84*, Summ.pub.)
572/08|ECLI:EU:C:2010:250|Removed from the register on 6 May 2010, Commission / Italy (C-572/08)
573/08|ECLI:EU:C:2009:775|Order of 10 December 2009, Commission / Italy (C-573/08 R, ECR 2009 p. I-217*, Summ.pub.)
573/08|ECLI:EU:C:2010:428|Judgment of 15 July 2010, Commission / Italy (C-573/08, ECR 2010 p. I-95*, Summ.pub.)
574/08|ECLI:EU:C:2009:484|Judgment of 16 July 2009, Commission / Belgium (C-574/08, ECR 2009 p. I-131*, Summ.pub.)
575/08|ECLI:EU:C:2009:606|Judgment of 1 October 2009, Commission / Belgium (C-575/08, ECR 2009 p. I-163*, Summ.pub.)
576/08|ECLI:EU:C:2009:335|Removed from the register on 3 June 2009, People's Mojahedin Organization of Iran / Council (C-576/08 P)
577/08|ECLI:EU:C:2010:449|Judgment of 29 July 2010, Brouwer (C-577/08, ECR 2010 p. I-7489)
578/08|ECLI:EU:C:2010:117|Judgment of 4 March 2010, Chakroun (C-578/08, ECR 2010 p. I-1839)
579/08|ECLI:EU:C:2010:18|Order of 15 January 2010, Messer Group / Air Products and Chemicals and OHIM (C-579/08 P, ECR 2010 p. I-2*, Summ.pub.)
580/08|ECLI:EU:C:2009:402|Order of 25 June 2009, Srinivasan / Ombudsman (C-580/08 P, ECR 2009 p. I-110*, Summ.pub.)
581/08|ECLI:EU:C:2010:559|Judgment of 30 September 2010, EMI Group (C-581/08, ECR 2010 p. I-8607)
582/08|ECLI:EU:C:2010:429|Judgment of 15 July 2010, Commission / United Kingdom (C-582/08, ECR 2010 p. I-7195)
583/08|ECLI:EU:C:2010:287|Judgment of 20 May 2010, Gogos / Commission (C-583/08 P, ECR 2010 p. I-4469)
584/08|ECLI:EU:C:2009:187|Removed from the register on 24 March 2009, Real Madrid Football Club and others (C-584/08)
585/08|ECLI:EU:C:2010:740|Judgment of 7 December 2010, Pammer and Hotel Alpenhof (C-585/08 and C-144/09, ECR 2010 p. I-12527)
